# Exported using VGG Image Annotator (http://www.robots.ox.ac.uk/~vgg/software/via)
# Notes:
# - spatial_coordinates of [2,10,20,50,80] denotes a rectangle (shape_id=2) of size 50x80 placed at (10,20)
# - temporal coordinate of [1.349,2.741] denotes a temporal segment from time 1.346 sec. to 2.741 sec.
# - temporal coordinate of [4.633] denotes a still video frame at 4.633 sec.
# - metadata of {""1"":""3""} indicates attribute with id "1" set to an attribute option with id "3"
# SHAPE_ID = {"POINT":1,"RECTANGLE":2,"CIRCLE":3,"ELLIPSE":4,"LINE":5,"POLYLINE":6,"POLYGON":7,"EXTREME_RECTANGLE":8,"EXTREME_CIRCLE":9}
# FLAG_ID = {"RESERVED_FOR_FUTURE":1}
# ATTRIBUTE = {"1":{"aname":"name","anchor_id":"FILE1_Z0_XY1","type":4,"desc":"","options":{"0":"cow","1":"bull","2":"pup"},"default_option_id":"2"}}
# CSV_HEADER = metadata_id,file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"1_9eO4XzXD","[""2_25_2021_es_db_28---8.png""]",0,"[]","[2,270,448,16,40]","{""1"":""2""}"
"1_3bVhmW69","[""2_25_2021_es_db_28---8.png""]",0,"[]","[2,280,431,26,42]","{""1"":""0""}"
"1_TQ2CeFur","[""2_25_2021_es_db_28---8.png""]",0,"[]","[2,303,439,21,26]","{""1"":""2""}"
"1_HXWtyKPl","[""2_25_2021_es_db_28---8.png""]",0,"[]","[2,298,415,13,26]","{""1"":""2""}"
"1_tOKsEI1T","[""2_25_2021_es_db_28---8.png""]",0,"[]","[2,303,392,24,41]","{""1"":""2""}"
"1_fjPeaUp2","[""2_25_2021_es_db_28---8.png""]",0,"[]","[2,348,389,26,56]","{""1"":""0""}"
"2_DrEH83lK","[""2_25_2021_es_db_28---9.png""]",0,"[]","[2,308,184,30,60]","{""1"":""0""}"
"2_br35C8ul","[""2_25_2021_es_db_28---9.png""]",0,"[]","[2,313,108,32,65]","{""1"":""0""}"
"2_G0WzAaA1","[""2_25_2021_es_db_28---9.png""]",0,"[]","[2,359,159,33,28]","{""1"":""2""}"
"2_NTSJ6uRO","[""2_25_2021_es_db_28---9.png""]",0,"[]","[2,360,138,31,22]","{""1"":""2""}"
"2_fo7jRBPr","[""2_25_2021_es_db_28---9.png""]",0,"[]","[2,375,112,35,16]","{""1"":""2""}"
"3_Nq9gu4fZ","[""2_25_2021_es_db_28---10.png""]",0,"[]","[2,191,34,26,48]","{""1"":""2""}"
"4_vLhh0sXo","[""2_25_2021_es_db_28---18.png""]",0,"[]","[2,380,246,64,89]","{""1"":""1""}"
"4_VpgWqd8K","[""2_25_2021_es_db_28---18.png""]",0,"[]","[2,101,386,53,111]","{""1"":""1""}"
"8_hdpuS91d","[""2_25_2021_es_db_28---28.png""]",0,"[]","[2,221,340,95,69]","{""1"":""1""}"
"9_gxAkCKkV","[""2_25_2021_es_db_28---29.png""]",0,"[]","[2,100,0,48,93]","{""1"":""1""}"
"15_WXu3XKQf","[""2_25_2021_es_db_28---47.png""]",0,"[]","[2,286,363,56,20]","{""1"":""2""}"
"22_CqYoX3cf","[""2_25_2021_es_db_28---67.png""]",0,"[]","[2,136,304,34,34]","{""1"":""2""}"
"24_s8ZWvDh3","[""2_25_2021_es_db_28---91.png""]",0,"[]","[2,81,42,32,42]","{""1"":""2""}"
"26_NTQ57oK7","[""2_25_2021_es_db_28---98.png""]",0,"[]","[2,199,132,81,70]","{""1"":""1""}"
"26_0p38UEGd","[""2_25_2021_es_db_28---98.png""]",0,"[]","[2,339,279,26,33]","{""1"":""2""}"
"26_HzAVVFAs","[""2_25_2021_es_db_28---98.png""]",0,"[]","[2,334,315,14,23]","{""1"":""2""}"
"31_m62UkzaX","[""2_25_2021_es_db_29---21.png""]",0,"[]","[2,35,317,66,59]","{""1"":""0""}"
"32_lXA2Xii1","[""2_25_2021_es_db_29---29.png""]",0,"[]","[2,439,96,26,34]","{""1"":""0""}"
"32_xB8Ca5Hn","[""2_25_2021_es_db_29---29.png""]",0,"[]","[2,431,108,19,32]","{""1"":""2""}"
"32_JGTBEE14","[""2_25_2021_es_db_29---29.png""]",0,"[]","[2,430,146,11,34]","{""1"":""2""}"
"32_xEXOmxck","[""2_25_2021_es_db_29---29.png""]",0,"[]","[2,377,138,31,22]","{""1"":""2""}"
"32_Bx1QXcca","[""2_25_2021_es_db_29---29.png""]",0,"[]","[2,384,167,16,19]","{""1"":""2""}"
"32_HR7h5QwZ","[""2_25_2021_es_db_29---29.png""]",0,"[]","[2,408,136,14,39]","{""1"":""2""}"
"33_WLGDmLnw","[""2_25_2021_es_db_29---30.png""]",0,"[]","[2,188,29,29,27]","{""1"":""2""}"
"33_h9P2I77v","[""2_25_2021_es_db_29---30.png""]",0,"[]","[2,178,40,12,30]","{""1"":""2""}"
"33_wv9OvQLX","[""2_25_2021_es_db_29---30.png""]",0,"[]","[2,161,57,16,27]","{""1"":""2""}"
"33_7DSwQ8LS","[""2_25_2021_es_db_29---30.png""]",0,"[]","[2,144,49,14,27]","{""1"":""2""}"
"33_Uv5kDPD7","[""2_25_2021_es_db_29---30.png""]",0,"[]","[2,150,26,33,24]","{""1"":""2""}"
"33_J6BKIzwf","[""2_25_2021_es_db_29---30.png""]",0,"[]","[2,23,96,22,36]","{""1"":""0""}"
"33_YmakYoHS","[""2_25_2021_es_db_29---30.png""]",0,"[]","[2,9,113,15,21]","{""1"":""2""}"
"35_ELuHxhX6","[""2_25_2021_es_db_29---32.png""]",0,"[]","[2,354,91,96,50]","{""1"":""1""}"
"36_BxjhZjUc","[""2_25_2021_es_db_29---38.png""]",0,"[]","[2,450,151,30,18]","{""1"":""2""}"
"36_1B0ZXfFy","[""2_25_2021_es_db_29---38.png""]",0,"[]","[2,473,142,20,29]","{""1"":""2""}"
"36_mX3cRKXF","[""2_25_2021_es_db_29---38.png""]",0,"[]","[2,434,124,52,52]","{""1"":""0""}"
"36_Mpbj3oKX","[""2_25_2021_es_db_29---38.png""]",0,"[]","[2,301,392,20,28]","{""1"":""2""}"
"37_nRYeEuln","[""2_25_2021_es_db_29---39.png""]",0,"[]","[2,53,175,34,33]","{""1"":""2""}"
"37_KDVqtWNP","[""2_25_2021_es_db_29---39.png""]",0,"[]","[2,33,153,31,14]","{""1"":""2""}"
"37_tQJ4Ga5Q","[""2_25_2021_es_db_29---39.png""]",0,"[]","[2,50,145,31,26]","{""1"":""2""}"
"37_aiFDFoX5","[""2_25_2021_es_db_29---39.png""]",0,"[]","[2,16,129,52,58]","{""1"":""0""}"
"37_HQdK8v8N","[""2_25_2021_es_db_29---39.png""]",0,"[]","[2,115,73,21,38]","{""1"":""2""}"
"42_xlyJX1wE","[""2_25_2021_es_db_29---47.png""]",0,"[]","[2,74,314,74,24]","{""1"":""0""}"
"43_sWNXFgGB","[""2_25_2021_es_db_29---48.png""]",0,"[]","[2,228,171,41,16]","{""1"":""2""}"
"47_wMSosDcm","[""2_25_2021_es_db_29---57.png""]",0,"[]","[2,366,185,36,39]","{""1"":""2""}"
"47_JE5JnNbm","[""2_25_2021_es_db_29---57.png""]",0,"[]","[2,244,87,24,45]","{""1"":""2""}"
"47_Po8fXssp","[""2_25_2021_es_db_29---57.png""]",0,"[]","[2,376,73,24,35]","{""1"":""2""}"
"47_NhSNjvCV","[""2_25_2021_es_db_29---57.png""]",0,"[]","[2,358,84,16,29]","{""1"":""2""}"
"47_aC3wqKNj","[""2_25_2021_es_db_29---57.png""]",0,"[]","[2,360,116,16,19]","{""1"":""2""}"
"47_iTGJykvg","[""2_25_2021_es_db_29---57.png""]",0,"[]","[2,313,192,49,57]","{""1"":""0""}"
"47_wYnRcXou","[""2_25_2021_es_db_29---57.png""]",0,"[]","[2,397,68,33,54]","{""1"":""0""}"
