2_25_2021_es_db_33---99.png,160,263,273,312,bull
2_25_2021_es_db_33---99.png,224,220,254,246,pup
2_25_2021_es_db_33---92.png,102,0,170,28,cow
2_25_2021_es_db_33---91.png,105,421,165,443,cow
2_25_2021_es_db_33---91.png,85,391,113,434,cow
2_25_2021_es_db_33---91.png,128,412,149,430,pup
2_25_2021_es_db_33---91.png,165,359,186,401,cow
2_25_2021_es_db_31---92.png,228,188,249,233,cow
2_25_2021_es_db_29---98.png,49,227,71,271,cow
2_25_2021_es_db_29---98.png,168,205,197,239,cow
2_25_2021_es_db_29---98.png,115,181,162,202,cow
2_25_2021_es_db_29---98.png,190,175,204,198,pup
2_25_2021_es_db_29---98.png,248,173,289,204,cow
2_25_2021_es_db_29---98.png,316,121,361,141,cow
2_25_2021_es_db_29---98.png,289,102,310,143,cow
2_25_2021_es_db_29---98.png,210,88,241,120,cow
2_25_2021_es_db_29---98.png,152,126,196,143,cow
2_25_2021_es_db_29---98.png,179,152,212,177,cow
2_25_2021_es_db_29---98.png,151,148,190,199,bull
2_25_2021_es_db_29---98.png,229,130,253,143,pup
2_25_2021_es_db_29---98.png,229,156,241,172,pup
2_25_2021_es_db_29---98.png,273,50,288,78,pup
2_25_2021_es_db_29---98.png,404,23,419,42,pup
2_25_2021_es_db_29---98.png,289,68,329,101,cow
2_25_2021_es_db_29---98.png,338,0,382,15,cow
2_25_2021_es_db_29---98.png,325,21,355,34,cow
2_25_2021_es_db_29---98.png,376,8,398,21,pup
2_25_2021_es_db_29---98.png,302,14,334,49,cow
2_25_2021_es_db_29---98.png,316,34,352,48,cow
2_25_2021_es_db_29---93.png,264,88,341,137,bull
2_25_2021_es_db_28---98.png,200,135,272,205,bull
2_25_2021_es_db_28---98.png,338,276,358,311,cow
2_25_2021_es_db_28---91.png,84,43,105,86,cow
2_25_2021_es_db_27---99.png,9,295,30,339,cow
2_25_2021_es_db_27---99.png,341,27,376,63,cow
2_25_2021_es_db_27---99.png,315,57,346,93,cow
2_25_2021_es_db_27---99.png,89,200,106,237,cow
2_25_2021_es_db_27---99.png,99,184,127,211,cow
2_25_2021_es_db_27---99.png,130,197,166,214,cow
2_25_2021_es_db_27---99.png,353,7,381,42,cow
2_25_2021_es_db_27---99.png,304,57,314,82,pup
2_25_2021_es_db_26---100.png,352,68,375,106,cow
2_25_2021_es_db_26---99.png,413,189,495,286,bull
2_25_2021_es_db_26---99.png,281,326,306,352,pup
2_25_2021_es_db_26---99.png,244,282,316,332,cow
2_25_2021_es_db_26---99.png,114,214,157,265,cow
2_25_2021_es_db_26---99.png,337,69,353,112,cow
2_25_2021_es_db_26---99.png,356,35,375,77,cow
2_25_2021_es_db_26---99.png,387,36,420,67,cow
2_25_2021_es_db_26---99.png,238,343,267,360,pup
2_25_2021_es_db_26---99.png,85,280,110,326,cow
2_25_2021_es_db_26---99.png,100,270,130,322,cow
2_25_2021_es_db_26---99.png,205,333,226,365,pup
2_25_2021_es_db_26---99.png,118,355,153,428,bull
2_25_2021_es_db_25---100.png,19,175,67,197,cow
2_25_2021_es_db_25---100.png,28,152,58,173,pup
2_25_2021_es_db_25---99.png,438,176,488,199,cow
2_25_2021_es_db_25---99.png,446,152,480,174,pup
2_25_2021_es_db_25---99.png,302,240,399,307,bull
2_25_2021_es_db_25---99.png,131,379,179,422,cow
2_25_2021_es_db_25---99.png,153,355,176,380,pup
2_25_2021_es_db_25---99.png,174,372,217,390,cow
2_25_2021_es_db_24---101.png,48,210,119,294,bull
2_25_2021_es_db_24---100.png,79,406,158,434,cow
2_25_2021_es_db_24---100.png,15,384,75,407,cow
2_25_2021_es_db_24---100.png,172,428,211,464,pup
2_25_2021_es_db_23---99.png,43,45,87,72,cow
2_25_2021_es_db_23---99.png,59,82,118,102,cow
2_25_2021_es_db_23---99.png,109,110,128,133,pup
2_25_2021_es_db_21---101.png,343,323,386,348,pup
2_25_2021_es_db_21---101.png,272,350,357,373,cow
2_25_2021_es_db_21---101.png,270,389,316,418,cow
2_25_2021_es_db_21---101.png,219,376,272,406,cow
2_25_2021_es_db_21---101.png,224,281,304,305,cow
2_25_2021_es_db_21---101.png,237,258,329,288,cow
2_25_2021_es_db_20---100.png,401,289,498,317,cow
2_25_2021_es_db_18---103.png,179,219,281,281,bull
2_25_2021_es_db_18---103.png,351,74,374,116,cow
2_25_2021_es_db_18---103.png,409,362,443,376,pup
2_25_2021_es_db_18---103.png,416,326,436,357,pup
2_25_2021_es_db_18---103.png,434,391,462,432,cow
2_25_2021_es_db_17---102.png,460,159,486,192,pup
2_25_2021_es_db_17---102.png,473,137,495,164,pup
2_25_2021_es_db_17---102.png,455,72,492,93,pup
2_25_2021_es_db_17---102.png,415,59,433,93,pup
2_25_2021_es_db_17---102.png,430,101,494,137,bull
2_25_2021_es_db_17---102.png,444,93,498,118,cow
2_25_2021_es_db_17---102.png,369,157,428,174,cow
2_25_2021_es_db_17---102.png,367,211,444,242,bull
2_25_2021_es_db_17---102.png,336,231,360,252,pup
2_25_2021_es_db_17---102.png,336,350,405,442,bull
2_25_2021_es_db_17---102.png,333,289,409,318,cow
2_25_2021_es_db_17---102.png,407,193,431,213,pup
2_25_2021_es_db_17---102.png,398,169,453,209,cow
2_25_2021_es_db_17---102.png,437,13,478,68,cow
2_25_2021_es_db_17---102.png,405,244,430,278,pup
2_25_2021_es_db_17---102.png,311,257,386,280,cow
2_25_2021_es_db_17---102.png,354,322,383,342,pup
2_25_2021_es_db_36---49.png,210,340,304,405,bull
2_25_2021_es_db_35---27.png,298,92,386,173,bull
2_25_2021_es_db_34---57.png,162,9,203,71,cow
2_25_2021_es_db_34---57.png,155,62,194,88,cow
2_25_2021_es_db_34---57.png,158,101,188,131,cow
2_25_2021_es_db_34---57.png,134,117,173,153,cow
2_25_2021_es_db_34---57.png,173,145,188,172,pup
2_25_2021_es_db_34---57.png,95,98,113,132,pup
2_25_2021_es_db_34---57.png,107,70,125,95,pup
2_25_2021_es_db_34---57.png,102,21,141,40,cow
2_25_2021_es_db_34---57.png,96,35,134,53,cow
2_25_2021_es_db_34---56.png,408,68,439,82,pup
2_25_2021_es_db_34---56.png,410,28,464,80,cow
2_25_2021_es_db_34---46.png,5,266,111,325,bull
2_25_2021_es_db_34---46.png,44,340,66,368,pup
2_25_2021_es_db_34---46.png,15,356,62,409,cow
2_25_2021_es_db_34---46.png,159,419,205,484,cow
2_25_2021_es_db_34---46.png,96,457,132,476,cow
2_25_2021_es_db_34---46.png,95,445,142,464,cow
2_25_2021_es_db_34---46.png,102,379,119,421,cow
2_25_2021_es_db_34---46.png,80,395,95,421,pup
2_25_2021_es_db_34---46.png,87,360,124,380,pup
2_25_2021_es_db_34---45.png,356,267,386,307,cow
2_25_2021_es_db_34---45.png,162,286,191,324,cow
2_25_2021_es_db_34---45.png,147,265,186,283,cow
2_25_2021_es_db_34---45.png,193,393,238,425,cow
2_25_2021_es_db_34---45.png,246,388,276,408,pup
2_25_2021_es_db_34---45.png,404,447,461,499,cow
2_25_2021_es_db_34---45.png,464,341,480,371,pup
2_25_2021_es_db_34---45.png,436,352,484,408,cow
2_25_2021_es_db_34---44.png,342,359,413,405,cow
2_25_2021_es_db_34---42.png,22,285,104,365,bull
2_25_2021_es_db_34---33.png,261,77,289,122,cow
2_25_2021_es_db_34---33.png,300,74,312,104,pup
2_25_2021_es_db_34---33.png,318,105,361,127,cow
2_25_2021_es_db_34---33.png,402,315,418,339,pup
2_25_2021_es_db_34---33.png,383,307,403,329,pup
2_25_2021_es_db_34---27.png,94,247,140,286,cow
2_25_2021_es_db_34---26.png,365,303,410,328,cow
2_25_2021_es_db_33---67.png,254,308,280,340,pup
2_25_2021_es_db_33---67.png,188,204,239,225,cow
2_25_2021_es_db_33---66.png,40,309,78,373,cow
2_25_2021_es_db_33---66.png,61,359,95,379,pup
2_25_2021_es_db_33---53.png,9,282,64,355,cow
2_25_2021_es_db_33---51.png,271,5,332,88,bull
2_25_2021_es_db_33---40.png,274,426,337,496,bull
2_25_2021_es_db_33---26.png,277,167,341,199,cow
2_25_2021_es_db_33---26.png,48,375,94,408,cow
2_25_2021_es_db_33---21.png,42,34,103,144,bull
2_25_2021_es_db_33---21.png,206,2,266,22,cow
2_25_2021_es_db_33---10.png,190,393,211,432,cow
2_25_2021_es_db_33---10.png,208,424,270,448,cow
2_25_2021_es_db_33---10.png,231,412,248,433,pup
2_25_2021_es_db_33---10.png,262,359,282,404,cow
2_25_2021_es_db_33---9.png,215,355,298,416,bull
2_25_2021_es_db_33---8.png,266,108,366,151,bull
2_25_2021_es_db_33---8.png,22,387,112,458,bull
2_25_2021_es_db_32---67.png,72,195,152,230,cow
2_25_2021_es_db_32---36.png,302,330,331,375,pup
2_25_2021_es_db_32---36.png,340,201,376,241,pup
2_25_2021_es_db_32---36.png,252,280,280,329,pup
2_25_2021_es_db_31---55.png,305,228,389,299,bull
2_25_2021_es_db_31---48.png,221,264,243,311,pup
2_25_2021_es_db_31---47.png,237,159,347,220,bull
2_25_2021_es_db_31---39.png,334,42,358,85,pup
2_25_2021_es_db_31---39.png,285,71,305,125,pup
2_25_2021_es_db_31---39.png,27,210,105,251,cow
2_25_2021_es_db_31---39.png,4,218,45,251,pup
2_25_2021_es_db_31---39.png,415,32,499,100,bull
2_25_2021_es_db_31---38.png,17,337,122,379,bull
2_25_2021_es_db_31---38.png,428,225,469,246,pup
2_25_2021_es_db_31---38.png,434,202,499,248,cow
2_25_2021_es_db_31---31.png,119,85,191,185,bull
2_25_2021_es_db_31---31.png,202,212,230,241,pup
2_25_2021_es_db_31---31.png,185,223,213,282,cow
2_25_2021_es_db_31---21.png,326,183,354,233,cow
2_25_2021_es_db_31---21.png,102,351,148,384,cow
2_25_2021_es_db_30---57.png,394,33,480,90,bull
2_25_2021_es_db_30---21.png,96,64,142,163,bull
2_25_2021_es_db_29---67.png,172,164,204,181,pup
2_25_2021_es_db_29---67.png,218,137,245,169,pup
2_25_2021_es_db_29---67.png,62,276,86,291,pup
2_25_2021_es_db_29---67.png,79,218,122,235,cow
2_25_2021_es_db_29---67.png,77,239,98,266,cow
2_25_2021_es_db_29---67.png,11,244,48,263,cow
2_25_2021_es_db_29---67.png,6,284,32,311,cow
2_25_2021_es_db_29---67.png,4,272,41,298,cow
2_25_2021_es_db_29---67.png,16,266,34,279,pup
2_25_2021_es_db_29---66.png,314,446,364,476,cow
2_25_2021_es_db_29---66.png,286,432,310,474,cow
2_25_2021_es_db_29---66.png,280,401,340,428,cow
2_25_2021_es_db_29---66.png,272,386,290,409,pup
2_25_2021_es_db_29---66.png,206,419,245,455,cow
2_25_2021_es_db_29---66.png,322,366,353,378,cow
2_25_2021_es_db_29---66.png,304,345,337,379,cow
2_25_2021_es_db_29---66.png,399,360,420,375,pup
2_25_2021_es_db_29---66.png,374,347,399,360,pup
2_25_2021_es_db_29---66.png,343,338,378,352,cow
2_25_2021_es_db_29---66.png,325,355,359,365,cow
2_25_2021_es_db_29---66.png,415,332,434,352,cow
2_25_2021_es_db_29---66.png,228,463,254,476,pup
2_25_2021_es_db_29---66.png,151,459,197,476,cow
2_25_2021_es_db_29---66.png,384,308,405,330,pup
2_25_2021_es_db_29---66.png,398,296,422,308,pup
2_25_2021_es_db_29---66.png,388,280,410,291,pup
2_25_2021_es_db_29---66.png,407,273,424,298,pup
2_25_2021_es_db_29---66.png,428,282,452,314,cow
2_25_2021_es_db_29---66.png,430,259,450,275,pup
2_25_2021_es_db_29---66.png,432,245,477,267,cow
2_25_2021_es_db_29---57.png,240,85,272,128,cow
2_25_2021_es_db_29---57.png,385,7,423,36,cow
2_25_2021_es_db_29---57.png,368,180,403,225,cow
2_25_2021_es_db_29---57.png,315,192,360,247,cow
2_25_2021_es_db_29---57.png,359,87,377,119,pup
2_25_2021_es_db_29---57.png,373,69,402,135,cow
2_25_2021_es_db_29---57.png,395,61,434,134,cow
2_25_2021_es_db_29---47.png,81,314,151,343,cow
2_25_2021_es_db_29---39.png,114,70,139,115,cow
2_25_2021_es_db_29---39.png,54,172,89,216,cow
2_25_2021_es_db_29---39.png,12,137,37,181,cow
2_25_2021_es_db_29---39.png,54,139,78,178,cow
2_25_2021_es_db_29---39.png,39,124,72,144,pup
2_25_2021_es_db_29---38.png,289,398,315,440,cow
2_25_2021_es_db_29---38.png,433,134,458,176,cow
2_25_2021_es_db_29---38.png,458,127,489,146,cow
2_25_2021_es_db_29---38.png,473,144,494,175,cow
2_25_2021_es_db_29---32.png,361,90,447,138,cow
2_25_2021_es_db_29---30.png,10,98,42,138,cow
2_25_2021_es_db_29---30.png,146,28,169,77,cow
2_25_2021_es_db_29---30.png,178,41,194,71,cow
2_25_2021_es_db_29---30.png,182,36,220,56,cow
2_25_2021_es_db_29---30.png,168,53,182,80,pup
2_25_2021_es_db_29---29.png,430,94,462,133,cow
2_25_2021_es_db_29---29.png,423,145,440,176,cow
2_25_2021_es_db_29---29.png,378,131,416,154,cow
2_25_2021_es_db_29---29.png,404,141,421,171,cow
2_25_2021_es_db_29---29.png,389,160,402,185,pup
2_25_2021_es_db_29---29.png,374,174,387,194,pup
2_25_2021_es_db_29---21.png,31,332,96,378,cow
2_25_2021_es_db_29---19.png,192,456,216,476,cow
2_25_2021_es_db_29---19.png,178,459,188,492,cow
2_25_2021_es_db_29---19.png,155,443,183,473,cow
2_25_2021_es_db_29---19.png,160,483,174,499,pup
2_25_2021_es_db_28---47.png,291,357,332,378,pup
2_25_2021_es_db_28---28.png,216,343,312,411,bull
2_25_2021_es_db_28---18.png,102,385,162,495,bull
2_25_2021_es_db_28---18.png,380,248,441,338,bull
2_25_2021_es_db_28---10.png,185,41,209,79,pup
2_25_2021_es_db_28---9.png,313,109,343,172,cow
2_25_2021_es_db_28---9.png,310,185,334,247,cow
2_25_2021_es_db_28---9.png,356,163,389,187,pup
2_25_2021_es_db_28---9.png,363,139,390,160,pup
2_25_2021_es_db_28---9.png,378,114,409,139,pup
2_25_2021_es_db_28---8.png,350,387,375,441,cow
2_25_2021_es_db_28---8.png,264,456,283,497,cow
2_25_2021_es_db_28---8.png,280,437,302,477,cow
2_25_2021_es_db_28---8.png,296,440,322,465,cow
2_25_2021_es_db_28---8.png,292,418,326,442,pup
2_25_2021_es_db_28---8.png,293,389,325,414,pup
